driver_id,signup_date,avg_rating,current_tier,Churned,avg_earnings_per_hour_online,trip_utilization_rate,surge_reliance_score,is_premium_capable,premium_trip_ratio,peak_hour_driver_score,session_regularity,quest_completion_rate,incentive_reliance_pct,pro_tier_rank,cancellation_rate,acceptance_rate,session_count,cluster_label
5729981b-bf65-48ac-a418-95693a8d26ef,2025-07-16 08:43:42.076226-04:00,4.84,Blue,0,12.716965136706548,0.4297086517517402,0.0848195693265681,0,0.0,0.3090909090909091,89.03431009663767,0.0,0.0,1,0.1151515151515151,0.6666666666666666,30,0
caf9988b-9ff9-4dcc-b9a5-4d6953ac8a0b,2025-11-04 02:36:10.076226-05:00,4.8,Platinum,0,17.065534093667775,0.5253680494421734,0.1136779322851754,0,0.0,0.2981878088962109,3.705338866114976,0.875,0.1155239465403209,3,0.0931712962962963,0.8511678435632808,132,1
5d9761b2-ee05-4923-98ca-1f16a4a6df73,2025-06-27 03:06:08.076226-04:00,4.91,Diamond,0,31.851693136124904,0.4199519590331975,0.1766117800560369,1,0.8069241011984021,0.3075898801597869,30.09449666394812,0.1666666666666666,0.0058535566822569,4,0.0219907407407407,0.4976442873969375,114,2
0a298bab-317f-49f7-a021-432c6cf80366,2025-10-18 22:08:13.076226-04:00,4.94,Platinum,0,31.62745402600499,0.4008300752853844,0.2254394660368479,1,0.7982832618025751,0.2718168812589413,9.30320581905648,0.1666666666666666,0.0040391345403168,3,0.0143603133159268,0.4954068241469816,108,2
5843b2fc-ffa0-4cd2-a0bc-c950eecab4f0,2025-08-14 01:17:21.076226-04:00,4.72,Blue,1,12.42134760546313,0.4003938299967181,0.1441217062341734,0,0.0,0.2765957446808511,57.36428701384553,0.0,0.0,1,0.1458333333333333,0.5843230403800475,48,0
36d84007-de77-40ef-b81d-0cdabdc1744e,2025-08-03 13:48:29.076226-04:00,4.74,Gold,1,12.38144117753864,0.4296660331909022,0.0573628718695867,0,0.0,0.2571428571428571,80.17864905039744,0.0833333333333333,0.0744529066472087,2,0.1346153846153846,0.6192660550458715,30,0
634141a2-f35e-417d-adcf-1d9d1c013846,2025-11-07 12:28:01.076226-05:00,4.79,Platinum,0,17.15737982801419,0.5280018092432948,0.1131770654148947,0,0.0,0.2858958068614993,2.760440373545608,0.9333333333333332,0.122455349264232,3,0.0797403801576263,0.8512006861063465,162,1
530e48c8-9a7f-4bab-9869-ba5c7af88cfb,2025-09-17 07:12:37.076226-04:00,4.78,Platinum,0,17.2340311788575,0.5314999849439275,0.1047172409199332,0,0.0,0.2454434993924666,8.897507775460817,0.9666666666666668,0.1210211126797258,3,0.0796573875802997,0.852101506740682,168,1
f4a8ca5a-20be-4265-b711-2674ad631029,2025-08-23 01:36:48.076226-04:00,4.83,Gold,1,11.620432998172722,0.3989399867976695,0.0789354985319364,0,0.0,0.1743119266055046,73.7536840525953,0.0833333333333333,0.0711498358557182,2,0.1,0.602510460251046,30,0
b0b4c0a0-3507-44c1-9f28-c56cfa6c0f17,2025-05-28 11:17:53.076226-04:00,4.93,Diamond,0,23.1641704942869,0.5687468054458436,0.446390400528897,0,0.0,0.2699088145896656,28.693216367665777,0.6111111111111112,0.0402516780114219,4,0.0206830206830206,0.9447795823665892,138,3
d253fa9e-e5c5-4c14-a834-94fd94b0c6cf,2025-07-25 05:55:48.076226-04:00,4.65,Blue,0,4.909132064082893,0.1716506124091446,0.074983119252275,0,0.0,0.1891891891891892,59.87746107532939,0.0,0.0,1,0.2028985507246377,0.3055555555555556,30,0
c8b8f626-6151-489b-ad1f-b4ba36dd835f,2025-08-14 11:23:24.076226-04:00,4.99,Platinum,0,32.25095578493517,0.4127097104593054,0.2234932213309613,1,0.7905918057663126,0.2792109256449165,22.86587236061377,0.0833333333333333,0.0055638281099451,3,0.0179063360881542,0.4873547505126452,102,2
52991bb1-91fb-4536-b0c3-0d4cbb59fe6c,2025-06-13 06:18:20.076226-04:00,4.94,Diamond,0,31.656911509627943,0.4115336524125151,0.2024023313278523,1,0.7826704545454546,0.2485795454545454,37.345659581044906,0.25,0.0168783153833788,4,0.0275689223057644,0.489589905362776,108,2
6fce36e7-3b4e-4b00-8f81-965a1616027f,2025-08-20 00:16:00.076226-04:00,4.82,Gold,0,16.948052746232175,0.5284269003052507,0.0993163547293637,0,0.0,0.2730673316708229,13.79925958946317,0.9666666666666668,0.1320794356398132,2,0.0794905577514273,0.8506493506493507,162,1
59e509dc-937a-49bb-bd22-d483bd43509f,2025-10-16 16:26:20.076226-04:00,4.59,Blue,1,3.756849297328657,0.143590487389212,0.0,0,0.0,0.2631578947368421,39.81085796318268,0.0,0.0,1,0.2708333333333333,0.2892561983471074,18,0
860d2162-0455-4636-aad9-deb686dcad49,2025-07-29 17:25:26.076226-04:00,4.99,Diamond,0,31.464144199824705,0.406256211424633,0.1981171854096929,1,0.7930555555555555,0.2680555555555555,26.814221389039165,0.1666666666666666,0.004202395642819,4,0.0163727959697733,0.50096215522771,108,2
23bc96f8-018b-4650-8486-036b05e278e3,2025-08-21 10:49:49.076226-04:00,4.9,Diamond,0,32.36334677267315,0.4062455921805107,0.2261158225130288,1,0.8218085106382979,0.2247340425531915,20.121788638253022,0.1666666666666666,0.0044829196701004,4,0.0108173076923076,0.5009129640900791,114,2
3473e79c-0826-43f8-aaa3-d07a22e781ac,2025-11-11 18:45:44.076226-05:00,4.97,Diamond,0,22.94304564597975,0.5688454924092591,0.4358825408538551,0,0.0,0.2767456758488149,2.4531068895640367,0.7777777777777778,0.054273612781357,4,0.017632241813602,0.9479824987846378,132,3
20f2eadb-61b1-401a-9921-14287ad3bf20,2025-09-10 23:31:25.076226-04:00,4.65,Blue,1,4.671966017522215,0.1774709915199975,0.0,0,0.0,0.4054054054054054,64.06937050145882,0.0,0.0,1,0.2432432432432432,0.2931937172774869,30,0
f45adab9-8e28-4acc-9783-4a87e4b64fd4,2025-10-03 02:30:43.076226-04:00,4.89,Platinum,0,23.13624147042927,0.5713423373707733,0.4410702655720746,0,0.0,0.3056456846203764,11.14827203945297,0.5,0.0340649254053503,3,0.0204692960559161,0.9533527696793004,132,3
